YearsExperience,EducationLevel,Salary
18.2,PhD,119818
16.5,Master,118572
7.0,Master,63157
19.5,Master,55181
6.5,Master,93136
17.9,PhD,73853
17.7,PhD,80201
15.4,PhD,103498
11.7,PhD,66274
3.3,Bachelor,72469
11.1,Master,114299
7.8,Bachelor,95771
16.1,Master,79059
15.4,Bachelor,98915
18.3,Master,115777
1.3,PhD,96822
16.4,Bachelor,68688
18.8,Master,51105
16.0,Master,120000
3.5,PhD,115243
2.5,,95311
,Master,49275
12.9,Bachelor,89364
13.0,,119904
19.8,Master,84870
8.6,Bachelor,68579
,Master,86900
12.9,Master,116982
16.7,Master,43596
18.8,PhD,88435
16.3,Bachelor,94359
9.1,Bachelor,98481
,Bachelor,90969
17.3,PhD,98615
10.3,Master,60966
5.1,PhD,67557
4.2,Bachelor,101860
1.0,PhD,44732
14.6,PhD,95951
3.1,PhD,91688
5.6,Bachelor,58973
6.7,Bachelor,84342
11.6,Master,78724
,PhD,76252
13.8,Master,82922
2.1,Bachelor,120000
3.4,Bachelor,70951
10.5,Master,92893
7.4,Bachelor,41171
,Master,46500
2.3,PhD,54562
,Master,111990
,Master,78127
3.3,Master,67410
2.2,Master,107482
19.5,PhD,57404
13.9,Bachelor,61270
8.9,,77751
14.3,PhD,92444
15.4,Master,96813
15.8,Master,73800
10.1,PhD,80832
9.2,Bachelor,108775
1.2,Bachelor,112434
18.6,,119570
12.5,Bachelor,112791
4.9,Master,84765
18.5,Master,98359
18.4,Master,89995
19.8,PhD,105001
17.6,PhD,89502
,PhD,50922
5.6,Master,101762
17.0,,103242
,Master,116871
5.4,Bachelor,64300
2.9,Master,56418
19.6,Bachelor,77441
,Bachelor,76993
,Master,61194
1.1,,75453
1.4,Bachelor,58171
9.9,PhD,61322
5.5,PhD,92099
14.1,PhD,111600
11.7,PhD,50476
2.5,Bachelor,95806
4.1,Bachelor,40000
8.4,PhD,51845
4.5,Master,95511
16.1,Master,105092
8.9,PhD,101134
2.8,Master,87769
10.2,PhD,114964
2.7,PhD,61742
3.4,PhD,62836
5.6,PhD,56393
,Master,116137
18.6,Bachelor,64532
16.7,Master,59789
7.3,PhD,91069
6.2,Bachelor,45354
11.4,Master,43447
14.7,Master,50757
19.9,,52245
3.5,,105852
1.9,Bachelor,79312
14.2,Bachelor,63025
16.8,Bachelor,62091
17.1,Master,118492
13.9,Master,86489
19.1,PhD,104574
10.7,Bachelor,75706
18.4,Bachelor,56878
19.4,PhD,120000
17.1,Master,93646
6.9,Master,55935
4.7,Master,72400
11.4,PhD,72038
9.6,Master,65462
17.7,PhD,120000
,Master,106951
5.9,Master,56035
15.3,Master,67312
2.8,Master,104331
7.1,PhD,66232
8.4,Bachelor,88451
12.8,Bachelor,96509
4.0,PhD,94841
17.4,Master,114764
9.5,Master,106845
18.4,PhD,120000
9.9,Master,73790
,Master,113583
3.7,PhD,41321
,Bachelor,58077
11.1,PhD,47382
3.0,Master,89727
8.4,PhD,50544
12.2,Bachelor,110807
6.2,Master,94960
4.3,Master,41993
15.7,Bachelor,104368
19.0,Master,115217
2.9,PhD,97833
4.0,Master,41418
19.2,Master,119357
1.7,,97932
19.6,Master,85698
1.1,PhD,68495
,PhD,86192
6.8,Bachelor,114376
18.8,Master,71363
7.0,PhD,57775
,PhD,120000
2.5,PhD,49162
5.6,Bachelor,114224
15.7,Bachelor,66521
11.0,Master,84788
18.6,PhD,66583
9.1,Master,109475
17.5,PhD,104141
9.5,Master,117187
19.6,Bachelor,96376
19.2,Master,59991
7.3,Master,77382
,Master,84297
17.1,Bachelor,95768
5.0,Master,108825
12.9,Bachelor,69073
2.4,PhD,104629
,Master,120000
4.3,Master,56086
2.3,Master,109676
,Bachelor,78717
12.0,PhD,92206
17.2,PhD,72788
19.5,PhD,70338
9.4,Bachelor,48961
2.1,Master,108880
15.2,Master,107994
11.7,Master,52318
9.5,Master,120000
,PhD,91594
10.5,PhD,118970
7.4,PhD,50430
15.4,PhD,74123
11.3,Master,103164
17.7,Bachelor,55079
11.3,Bachelor,83964
5.5,PhD,75601
17.2,Master,51205
11.6,Master,64470
4.9,Master,115300
12.8,Master,65365
7.8,PhD,58204
17.0,Master,90060
9.6,Master,102461
14.8,Bachelor,107828
2.8,Master,106865
8.5,PhD,44008
19.7,Bachelor,77705
16.4,Master,116162
4.0,Bachelor,105664
6.3,PhD,99807
7.3,Master,42894
13.4,Master,78720
15.4,Master,54122
15.2,Bachelor,105392
10.7,PhD,62432
16.4,Master,59774
9.3,Master,69449
3.4,,81314
11.7,Bachelor,75178
19.1,PhD,88575
16.1,Bachelor,106299
12.0,PhD,75973
13.3,Master,91491
,Master,72100
9.1,PhD,82979
7.3,PhD,92441
19.6,Bachelor,81684
17.4,Bachelor,107466
7.1,PhD,85327
9.8,Bachelor,109186
8.9,Bachelor,77294
3.8,PhD,82916
19.2,Master,113044
,Bachelor,66479
17.6,Bachelor,81262
4.6,Master,95520
11.4,Master,43772
1.5,Master,78215
15.5,Bachelor,95474
12.0,Master,120000
12.9,PhD,117505
2.0,PhD,64072
5.0,,83444
2.4,PhD,45605
6.5,Master,66227
12.9,Master,97279
11.8,PhD,63198
12.6,PhD,60836
11.4,Bachelor,113607
6.2,Bachelor,109812
5.6,PhD,109925
3.6,PhD,120000
17.1,Bachelor,106579
12.7,Bachelor,53254
4.5,Master,85131
4.4,PhD,87811
17.6,PhD,85294
15.1,Master,111829
13.5,Bachelor,83894
8.7,Master,48561
,Bachelor,63325
19.6,PhD,76564
16.1,Bachelor,111199
6.7,PhD,85133
17.1,Master,93047
15.4,Master,92656
6.6,PhD,98088
,Master,107131
4.5,Bachelor,89462
3.1,PhD,119547
14.7,Master,120000
6.1,Bachelor,120000
16.6,Master,90238
,Master,120000
2.5,PhD,68244
10.0,Bachelor,111576
16.2,Master,116617
16.0,PhD,120000
15.4,Bachelor,112309
,Bachelor,77173
9.6,Master,56135
,Bachelor,75667
19.5,PhD,102246
7.2,PhD,59313
18.5,Bachelor,90243
6.1,Master,86383
19.8,Master,85019
13.7,Bachelor,120000
9.8,Master,102744
12.7,Bachelor,110268
6.2,PhD,91882
,Master,118350
3.2,PhD,71346
3.2,Bachelor,65489
7.6,Bachelor,119863
,,100742
12.6,Bachelor,95506
2.9,Bachelor,71908
17.2,PhD,80806
12.4,Master,92602
19.3,Master,55186
13.7,Master,85055
4.3,Bachelor,76058
,Bachelor,90404
13.3,,93354
1.5,PhD,114759
,PhD,94360
,Bachelor,115891
5.8,PhD,83450
9.2,PhD,101162
10.3,Bachelor,40464
3.6,Master,52007
13.8,Master,84948
12.3,Bachelor,62297
6.6,Master,109217
,Master,84455
2.5,Master,105847
8.4,Master,119223
3.9,,56689
8.2,Bachelor,72205
12.9,Master,97575
11.4,Bachelor,65866
5.4,Master,61571
7.5,Master,105872
12.7,Bachelor,119116
17.4,Bachelor,103358
15.3,PhD,84397
11.5,PhD,79952
7.9,PhD,85342
7.9,Bachelor,74038
17.7,Bachelor,89371
1.7,Master,64449
19.8,PhD,120000
13.6,Bachelor,104775
13.9,Bachelor,95185
1.7,Master,120000
12.5,Bachelor,75192
,,48733
3.0,Master,105883
6.3,Bachelor,120000
17.9,PhD,95289
11.4,PhD,48623
8.9,Bachelor,107463
2.4,Bachelor,51310
14.6,PhD,86652
14.4,PhD,82232
12.7,Master,110847
10.7,Master,76558
9.2,PhD,118806
12.3,Master,80350
5.4,PhD,72796
18.9,PhD,119110
12.2,PhD,65511
6.9,Bachelor,87107
9.5,Master,78757
16.3,Bachelor,106469
,PhD,50287
6.6,Master,90201
13.9,PhD,88312
7.0,Master,85262
16.1,PhD,57178
3.5,Master,95231
15.5,Master,95767
2.3,Master,40000
1.2,PhD,97413
18.1,PhD,111607
12.0,Master,48252
7.7,Bachelor,83821
,PhD,99160
12.7,PhD,52529
10.7,PhD,43889
19.8,Bachelor,72893
19.7,Bachelor,111522
,PhD,60032
9.4,Bachelor,111795
10.3,Master,97975
14.0,Bachelor,75545
2.9,PhD,84758
7.2,Bachelor,120000
2.4,Master,55656
2.4,Master,78589
4.7,Bachelor,98249
10.2,Bachelor,60879
15.9,Master,52620
10.2,PhD,42691
7.4,Bachelor,63347
2.6,Bachelor,53336
11.5,Bachelor,114114
6.2,,120000
12.7,Bachelor,60423
19.6,PhD,85792
3.1,PhD,40452
5.0,,50841
10.0,Bachelor,68861
19.4,Bachelor,77747
15.7,PhD,120000
18.1,PhD,75315
7.3,Master,76734
19.8,PhD,71598
,Bachelor,40000
2.0,PhD,120000
17.3,,57943
18.6,PhD,120000
2.7,Bachelor,57341
3.2,PhD,96002
1.6,Master,120000
,Bachelor,51365
5.0,Bachelor,77517
19.4,Bachelor,97739
13.7,Master,54770
,Bachelor,82742
15.7,PhD,51929
,Master,55803
16.2,PhD,58161
12.3,Master,117406
7.0,Master,52052
11.7,PhD,40000
11.1,Master,92875
16.6,Master,84606
19.7,Master,78110
8.8,Master,58461
15.5,Master,113530
2.9,Master,80994
15.8,PhD,74590
,Bachelor,49774
1.7,PhD,86954
7.9,,116167
12.6,PhD,72890
,PhD,50002
18.6,PhD,65508
2.5,Master,90789
18.7,Bachelor,120000
14.4,Bachelor,51652
,PhD,71269
8.4,Master,51427
15.1,PhD,66663
12.4,PhD,82727
13.8,Bachelor,120000
8.4,Master,52487
,PhD,99276
19.8,Master,87260
5.1,PhD,104706
8.9,PhD,88681
,PhD,52857
15.5,Bachelor,120000
15.5,,45268
6.6,Master,91880
2.5,,112718
1.2,Bachelor,53936
,Master,90835
8.8,Bachelor,115823
19.8,PhD,120000
9.9,Bachelor,100545
5.9,PhD,68006
17.9,Master,110453
,PhD,96066
12.4,Bachelor,104247
2.8,Bachelor,106042
8.3,PhD,48268
18.9,Master,60960
12.2,PhD,93493
7.5,Bachelor,120000
12.9,Master,80192
,PhD,113550
6.2,Master,120000
10.6,Master,117544
19.2,Bachelor,108997
4.3,Master,111162
14.7,PhD,103966
12.7,PhD,106066
13.9,Bachelor,53062
7.7,Bachelor,57137
7.0,PhD,60784
14.0,PhD,46494
5.1,Bachelor,53600
9.0,,117734
4.6,Master,96910
1.2,Bachelor,70112
19.4,Master,116666
9.2,Master,81380
19.4,Bachelor,50151
3.7,Bachelor,110933
12.2,Master,71156
4.8,PhD,101771
16.0,PhD,75212
15.9,PhD,78202
3.1,Bachelor,102875
18.3,PhD,56212
4.7,Master,120000
12.6,Master,49855
19.7,PhD,89066
17.8,Master,120000
19.2,Master,119950
,Bachelor,60742
3.0,PhD,64489
,,108263
10.5,Master,45970
16.1,Master,84237
3.9,Master,103283
13.5,PhD,82241
7.1,PhD,65352
7.5,Master,94820
13.6,,118564
9.9,Master,89763
,PhD,104275
4.0,Master,70026
16.0,Bachelor,54201
2.2,Master,60318
4.7,Bachelor,89138
13.5,Master,68604
17.2,Master,96369
5.8,Bachelor,100187
7.2,PhD,98467
11.2,PhD,56654
5.0,Master,104276
,PhD,96122
15.7,PhD,42408
3.8,PhD,42888
9.8,Bachelor,97218
15.7,,75075
7.4,Bachelor,59820
13.0,Bachelor,42969
,PhD,44064
12.6,Master,120000
3.9,Bachelor,107613
16.8,Bachelor,87429
,PhD,113802
6.3,PhD,86297
17.0,Bachelor,109141
2.0,PhD,62174
8.5,Master,98877
8.0,PhD,60148
6.4,Master,71930
18.3,PhD,56984
15.3,Master,58800
2.2,PhD,42412
14.6,Bachelor,71068
11.0,PhD,117586
18.1,PhD,84354
6.9,,106621
11.9,,89748
10.5,Master,77628
10.3,PhD,59703
9.7,Bachelor,110212
4.9,Bachelor,47133
15.4,Bachelor,109423
9.6,Bachelor,96558
19.2,Master,76902
6.0,Master,59053
14.0,Bachelor,76159
18.9,PhD,120000
13.6,PhD,120000
17.6,,119753
16.7,PhD,80327
7.8,Bachelor,83827
12.4,Bachelor,43468
4.0,Master,116257
11.2,PhD,70908
5.4,Bachelor,74265
15.1,Master,116863
11.0,Bachelor,89848
8.8,PhD,83189
6.1,Master,54755
20.0,Master,89038
,PhD,120000
1.8,Master,97713
5.1,,58494
19.5,Bachelor,45084
19.6,Bachelor,61452
13.4,PhD,87277
17.7,PhD,42874
5.1,PhD,90706
,PhD,89581
3.7,Bachelor,106132
2.9,PhD,44688
3.1,,108747
11.9,PhD,88810
15.8,PhD,72215
8.0,Bachelor,111199
19.6,Bachelor,61607
9.3,Bachelor,94328
3.9,Bachelor,79525
9.9,Master,91346
13.9,Bachelor,95639
16.8,Master,56003
9.7,,97310
12.3,Bachelor,95003
6.1,Bachelor,102858
13.3,Bachelor,54278
,Master,68587
1.9,Master,93341
17.8,PhD,53388
,Bachelor,100092
5.8,Bachelor,41666
19.1,Master,74193
10.2,Bachelor,113299
7.3,PhD,110062
4.4,Master,98258
5.6,Bachelor,110250
16.8,Bachelor,104211
12.7,Master,84426
18.4,Bachelor,114043
5.4,Bachelor,99860
3.3,PhD,93591
1.1,Master,79606
10.6,Master,116746
20.0,Master,63140
14.2,Master,46039
6.9,Bachelor,62242
17.7,Master,57951
15.9,Bachelor,69555
1.3,PhD,101142
16.5,Master,93442
6.7,PhD,60914
3.8,PhD,98919
5.3,Master,81836
9.9,Master,85679
,PhD,80448
6.5,Bachelor,114191
,Bachelor,71570
15.5,Bachelor,53690
19.8,Master,67431
15.8,Bachelor,98899
6.6,Bachelor,89923
5.7,PhD,62705
5.1,Master,48503
3.6,PhD,94979
11.5,PhD,100672
12.5,PhD,84248
14.4,Bachelor,115029
13.9,Master,120000
6.6,PhD,62190
7.3,Bachelor,96612
13.9,Bachelor,47673
7.6,Bachelor,91333
5.0,Bachelor,70066
8.1,Bachelor,52931
,PhD,112241
2.7,PhD,114943
16.8,Master,52308
17.2,Master,46706
5.2,PhD,71509
2.2,PhD,94112
15.0,Master,104661
5.0,PhD,86939
8.5,PhD,84741
2.2,Master,112510
5.3,Bachelor,75095
16.1,Master,86365
16.3,Bachelor,88362
4.9,Master,107222
7.4,Bachelor,58556
3.6,Master,64015
2.4,PhD,57333
19.9,Bachelor,110421
13.5,Bachelor,85888
11.3,Bachelor,71219
15.5,Master,120000
17.0,Bachelor,120000
16.3,,120000
,PhD,60065
4.5,Bachelor,112867
13.4,PhD,76460
8.1,Bachelor,42138
19.7,PhD,78859
13.6,Bachelor,78298
19.2,Master,51876
4.8,Bachelor,94759
17.4,Master,106256
7.1,Master,70564
,PhD,76682
4.0,Master,69502
10.8,,120000
16.1,Master,47885
9.2,Bachelor,80592
9.9,PhD,72849
19.7,Master,120000
9.1,Bachelor,49076
,Master,81222
2.0,Bachelor,67414
17.0,Bachelor,112562
,Bachelor,55360
8.7,Bachelor,93972
1.3,Master,48346
12.2,PhD,115374
1.2,Bachelor,85871
1.0,Master,83257
,Master,86647
4.6,PhD,68975
4.6,Bachelor,63320
13.4,,92878
,Master,112490
7.0,Bachelor,76760
3.8,Master,113736
12.0,,66436
,Bachelor,116637
14.7,Bachelor,70224
5.8,Master,78642
2.7,Bachelor,82896
2.5,PhD,101976
9.1,PhD,119978
19.0,Bachelor,82664
,Bachelor,77034
5.9,Master,40658
,Bachelor,63840
12.5,Master,80525
,Master,89436
,,96454
17.4,,104184
,Master,107339
3.6,Bachelor,61832
6.5,,108461
13.6,Master,50911
12.6,Master,99739
11.1,Bachelor,48716
14.0,PhD,107319
13.1,PhD,98805
,Bachelor,72586
12.1,PhD,91737
15.8,Bachelor,46330
5.7,Master,66241
13.9,PhD,96742
18.1,,110360
8.3,Master,74874
15.8,PhD,59776
14.8,Master,90583
2.1,PhD,91869
12.0,Bachelor,76798
3.5,Master,114822
19.4,PhD,91723
16.4,Bachelor,45079
3.1,Bachelor,63942
3.3,PhD,84026
12.3,,92136
7.6,,60208
1.7,Bachelor,113209
11.3,PhD,65534
8.4,Master,89294
2.9,,40291
16.2,Bachelor,114937
18.4,Master,106778
15.4,Master,63607
16.6,Bachelor,120000
5.1,PhD,80648
6.0,Master,97770
5.0,Master,101276
15.5,Master,102903
19.0,Bachelor,120000
14.6,Bachelor,109658
17.7,Master,118968
13.1,Master,56279
8.4,PhD,67234
9.1,Bachelor,88214
2.4,Master,101951
1.6,Bachelor,82853
14.2,Master,55622
9.3,PhD,110888
11.5,PhD,120000
11.6,Bachelor,73459
,,55726
10.0,Bachelor,41830
9.9,Bachelor,53862
8.4,Master,108954
16.6,Master,120000
9.6,PhD,49384
12.5,Bachelor,86122
18.0,Bachelor,88790
17.5,PhD,77532
17.9,Bachelor,97644
6.1,Bachelor,99587
1.7,,110624
6.0,Master,73161
6.3,Master,97243
18.3,Master,62646
13.3,Bachelor,60228
2.6,Master,62570
3.6,Master,69373
4.0,Master,47308
13.0,Bachelor,71433
15.0,Bachelor,88557
17.3,Master,107751
18.9,PhD,60340
4.8,Bachelor,67002
,,95255
5.6,PhD,75019
7.8,Bachelor,77242
18.4,PhD,112686
11.9,PhD,45048
15.0,Bachelor,68920
10.3,PhD,64087
1.5,PhD,40202
2.2,PhD,120000
11.2,Bachelor,77107
14.7,Bachelor,78034
5.1,PhD,104644
14.7,Master,45737
16.4,Bachelor,66185
8.8,,110236
15.2,PhD,111787
8.7,Master,79494
13.9,PhD,75067
15.5,Bachelor,106551
19.8,Master,77615
7.6,Master,48564
8.8,Bachelor,63283
4.1,PhD,72740
4.9,Master,45785
14.2,Bachelor,93334
18.4,PhD,110004
8.5,PhD,88217
4.4,Bachelor,49692
6.4,Master,80783
9.6,Master,91963
6.5,PhD,61081
5.4,Master,40585
15.0,PhD,85811
1.1,Bachelor,59017
11.2,Master,120000
16.1,Master,91310
6.1,Bachelor,77841
12.5,PhD,106154
13.7,PhD,77192
13.4,Bachelor,51912
9.5,PhD,61552
7.6,PhD,96952
16.9,Master,46067
15.4,PhD,72833
7.1,Bachelor,55566
3.0,Master,63515
2.4,,100253
2.8,PhD,109628
12.1,,103800
2.0,Bachelor,95410
7.4,Bachelor,108224
15.3,Bachelor,57919
6.6,Bachelor,54099
15.5,Bachelor,81280
15.2,Bachelor,77974
5.7,PhD,65706
14.8,PhD,60671
15.2,PhD,63722
8.6,PhD,86626
5.0,PhD,120000
10.9,Bachelor,75089
18.5,Bachelor,55165
13.2,Bachelor,101023
4.3,PhD,74698
14.0,Bachelor,58907
9.1,PhD,71032
12.2,Bachelor,98598
14.9,Master,113418
10.8,,88891
16.5,Bachelor,69600
14.7,Master,67224
,Bachelor,51450
3.9,,117282
16.9,Master,87514
18.8,PhD,40000
3.6,Bachelor,94365
,Bachelor,65016
5.9,PhD,120000
,PhD,111229
,PhD,63825
3.7,PhD,98358
17.7,Bachelor,92002
4.4,PhD,63524
16.1,Bachelor,93167
9.7,Master,86779
7.2,PhD,55225
4.0,Bachelor,89438
4.2,Bachelor,91794
13.6,Bachelor,62627
11.5,Bachelor,68666
3.3,Bachelor,93476
3.1,Master,48982
2.4,Bachelor,94499
15.1,Bachelor,52871
14.5,Bachelor,54770
2.1,Master,53941
11.6,Bachelor,80263
2.6,Master,86822
18.2,Master,85011
18.2,Master,71269
14.3,PhD,111448
,PhD,55147
16.4,Bachelor,74885
16.7,Master,53257
11.8,Master,43777
6.8,Bachelor,63292
5.1,Bachelor,60056
7.2,Master,60509
12.9,PhD,106633
4.3,Bachelor,60907
5.9,Master,110050
9.9,Master,100402
5.4,PhD,64543
12.2,Master,97830
18.5,Bachelor,86249
15.2,Bachelor,53312
13.7,Master,115608
12.1,PhD,92591
10.3,Master,112617
4.5,Bachelor,118315
18.0,PhD,52854
,Master,54452
2.7,Bachelor,60372
15.3,PhD,111207
4.3,Master,115717
,Master,89544
,PhD,51491
3.6,Bachelor,47064
4.3,Master,107632
,PhD,112085
13.5,Bachelor,59889
16.9,Master,51324
8.1,Master,78995
17.6,PhD,45280
5.1,Bachelor,106515
7.2,Master,80356
3.9,,93887
12.8,PhD,72149
,Master,67197
12.7,Master,54625
15.5,PhD,102101
11.4,PhD,98761
,Bachelor,81082
18.8,Bachelor,73067
6.7,PhD,45434
7.8,Bachelor,54158
14.6,Master,97658
,Master,88836
4.4,PhD,76739
8.1,PhD,108443
9.9,Bachelor,76726
9.0,Master,71954
4.4,Master,54317
,Bachelor,112958
15.5,Bachelor,90566
10.1,Bachelor,48601
13.9,Bachelor,91523
,PhD,84401
3.6,Master,105002
5.8,Master,118522
11.3,Master,83360
16.2,Master,106571
1.7,Bachelor,48771
,Master,95328
9.6,,103823
7.8,Bachelor,86657
6.6,PhD,86099
4.3,Bachelor,112759
16.0,Master,61180
19.2,Bachelor,58801
8.9,PhD,90819
19.1,Master,107767
,Bachelor,120000
10.1,,85208
13.8,PhD,117869
9.3,Master,96841
11.6,Master,53243
2.1,Master,110162
14.2,Bachelor,60074
2.0,Bachelor,66701
16.5,PhD,77060
16.7,Master,69874
5.5,Master,72816
7.1,PhD,56473
10.1,Bachelor,69526
12.3,Bachelor,51182
6.5,Bachelor,84124
12.3,PhD,100282
,,110782
2.1,PhD,110673
1.0,PhD,75397
2.9,PhD,102700
16.1,Bachelor,69336
19.3,PhD,50602
,PhD,98840
10.7,Bachelor,89208
,Master,104381
11.5,Master,86605
3.7,Master,55743
12.6,Bachelor,111066
18.7,Bachelor,91211
4.7,Bachelor,114945
,PhD,108351
1.4,Bachelor,65681
,PhD,48201
3.1,Master,54478
7.7,Bachelor,51361
4.3,Bachelor,59101
8.1,Bachelor,79209
8.9,Master,120000
6.7,,110681
13.5,Master,96377
18.5,Master,41347
8.6,Bachelor,77083
4.7,PhD,103653
6.1,PhD,58431
17.2,PhD,110066
11.9,PhD,113070
9.6,PhD,72796
3.8,PhD,100140
,PhD,52048
6.3,Bachelor,89807
18.9,Bachelor,40000
17.8,PhD,63688
2.6,PhD,94543
10.8,Bachelor,101735
,PhD,93894
8.8,Bachelor,83777
17.7,,103981
11.0,Bachelor,104044
7.4,Bachelor,120000
4.9,PhD,115009
16.2,Master,106846
12.9,Master,105851
9.9,Master,88287
5.1,Bachelor,50744
7.4,Bachelor,48388
19.2,PhD,115752
10.9,Bachelor,104482
8.6,PhD,92352
,Bachelor,74179
,PhD,49202
7.5,Bachelor,58391
4.4,Master,79882
12.1,Bachelor,82301
13.6,Bachelor,116089
14.5,,48305
17.8,Master,90514
8.1,PhD,71692
2.4,,120000
19.2,Bachelor,117140
9.3,PhD,88566
12.8,Bachelor,120000
13.7,Master,92124
11.4,PhD,62103
4.9,Master,85185
15.3,PhD,66622
16.3,Bachelor,91625
11.5,PhD,120000
10.3,PhD,108481
3.2,PhD,65944
2.6,Master,67978
7.5,PhD,45358
6.9,Master,73046
19.1,,51013
,Master,79968
13.5,Master,101385
10.8,PhD,99938
4.2,Bachelor,53832
19.6,,71922
8.1,Master,50877
3.0,Master,51743
10.4,Bachelor,74885
17.6,PhD,70118
17.9,,90850
1.2,PhD,113507
17.8,PhD,82318
6.2,PhD,99715
1.7,PhD,49871
17.1,Master,119008
17.4,Master,63442
12.3,Master,62865
11.9,,43447
16.4,Bachelor,72771
15.9,Bachelor,92825
17.9,Bachelor,120000
11.5,PhD,105170
19.4,Master,77471
19.9,Master,96375
3.2,Master,89686
17.1,PhD,116707
10.5,Master,103446
8.4,PhD,86831
12.6,Master,95008
2.1,Master,108049
10.6,Bachelor,48849
17.5,PhD,58446
5.1,PhD,101338
9.1,Master,112111
18.9,Master,73352
,Master,120000
7.8,PhD,58541
9.4,PhD,75947
10.9,PhD,89176
13.0,Master,118310
16.2,Master,64784
9.6,,93652
16.5,Bachelor,64369
11.1,Master,90155
7.4,Master,108146
13.5,Bachelor,74330
14.6,PhD,116324
11.6,Bachelor,117120
2.1,Bachelor,40000
4.2,Master,103174
,Bachelor,70997
6.4,PhD,60048
13.8,Master,91847
1.3,PhD,98695
15.4,Bachelor,75404
6.0,Master,42435
6.9,Bachelor,114560
11.0,PhD,111973
5.1,PhD,72910
17.8,PhD,84317
2.6,Bachelor,49382
9.4,Master,75268
17.1,Bachelor,90099
12.7,Bachelor,87347
6.6,PhD,56982
9.0,Bachelor,102811
,Master,73893
19.5,Master,87748
18.0,Master,63417
7.5,PhD,80794
,Bachelor,58653
1.1,Bachelor,95090
1.5,PhD,73725
16.7,Master,49021
4.8,Master,46833
2.2,PhD,78940
5.5,Master,56609
9.1,PhD,89133
14.9,PhD,80032
12.9,,92915
5.5,Master,118224
,PhD,92221
18.6,Bachelor,102886
16.5,PhD,105757
7.1,PhD,120000
,PhD,55643
14.5,Master,120000
2.2,Master,119827
1.7,Bachelor,64239
4.2,Bachelor,55844
14.8,Master,120000
4.5,PhD,88959
10.7,Master,79971
2.8,PhD,109156
18.5,PhD,73524
7.5,PhD,56511
18.3,Master,98507
19.0,Master,96264
,PhD,112405
9.8,PhD,88502
1.5,PhD,103522
18.3,Bachelor,76819
10.8,PhD,90946
2.4,Master,60571
3.1,PhD,73983
8.3,Bachelor,101703
18.9,PhD,70735
14.2,PhD,102956
17.5,Master,64547
8.0,Bachelor,42895
1.8,Master,41066
19.5,,100017
1.3,Master,64079
,Master,97798
8.0,Bachelor,97015
1.2,Bachelor,63394
,Bachelor,82454
19.6,PhD,79555
19.3,Bachelor,113373
4.1,Master,67321
4.4,Master,51276
11.7,PhD,80245
13.1,Bachelor,95533
15.0,PhD,115896
4.4,PhD,120000
19.2,PhD,118649
,Bachelor,69893
17.1,Bachelor,71094
11.3,Bachelor,107983
8.9,Master,113391
19.6,PhD,76301
12.1,,75547
17.5,,117101
19.1,PhD,76503
13.8,PhD,85965
11.4,PhD,118645
1.1,,107499
1.8,Bachelor,51886
4.8,Bachelor,79083
4.5,Master,72246
5.8,Bachelor,116946
6.8,PhD,120000
7.8,Bachelor,99889
9.0,Master,83701
2.9,Bachelor,43130
1.8,PhD,105848
13.8,Bachelor,85676
11.2,Master,102884
9.4,PhD,85522
13.1,Bachelor,80094
16.7,Bachelor,120000
9.1,Bachelor,42580
13.2,PhD,103711
,PhD,70791
17.0,PhD,109774
9.1,Master,88870
13.2,Bachelor,40000
4.4,Bachelor,59073
11.6,Master,59619
19.6,Bachelor,51125
,PhD,99216
18.6,Bachelor,70488
8.7,PhD,83027
20.0,Master,69426
12.0,Master,85337
1.8,PhD,100916
12.1,Bachelor,69436
6.2,PhD,89125
,Master,107712
16.6,Master,44557
6.2,Bachelor,100906
16.1,PhD,71684
6.5,PhD,53475
4.7,Master,90821
19.5,PhD,69111
7.9,Bachelor,106487
12.4,Bachelor,41568
12.6,PhD,61315
11.6,,79959
18.4,PhD,98782
,Bachelor,94543
8.7,Bachelor,67940
17.4,PhD,120000
4.4,Master,109508
,Bachelor,85559
19.1,,111405
12.9,,92373
16.5,Bachelor,52333
13.4,PhD,68297
,Master,52482
18.9,Master,120000
6.2,Master,56143
4.2,PhD,96746
10.2,PhD,74563
14.3,Master,93095
5.3,Master,52838
1.1,,96821
7.5,Bachelor,53089
19.4,Master,112559
14.2,Bachelor,110816
8.6,,103740
4.7,Bachelor,46546
7.8,Master,56636
4.2,PhD,113635
3.0,Bachelor,50314
,Bachelor,60197
20.0,Master,99115
,Master,66648
2.0,PhD,71534
7.3,,93531
,Bachelor,68909
4.9,Master,65656
6.7,Master,85674
4.8,Bachelor,67126
15.7,PhD,118089
14.5,Master,50404
13.1,PhD,92717
8.4,PhD,77682
18.3,Bachelor,78798
19.4,Bachelor,69057
4.3,PhD,40000
5.2,Master,115507
11.0,Master,68140
2.7,Bachelor,93232
9.3,Master,120000
,Master,91395
10.9,Bachelor,77280
7.3,Bachelor,63409
11.3,Master,120000
19.2,PhD,111416
4.9,Bachelor,82317
13.4,PhD,86535
1.8,Master,117379
2.3,PhD,103289
11.5,Bachelor,62717
3.0,Master,84604
1.4,Bachelor,86644
4.3,Master,40000
11.7,PhD,118708
14.4,PhD,59098
4.8,Bachelor,92465
13.7,PhD,72416
4.5,Bachelor,60679
12.7,Master,83510
8.8,PhD,117969
